,RunId,Step,seed,steps_per_second,aisle_speed,number_of_passengers,conformance,seat_assignment_method,Time (s),Boarding completed,Seat shuffle waiting time (s)
24544,186,3024,0,2,0.8,140,100,random,1512.5,True,0.0
24684,187,3479,0,2,0.8,141,0,random,1740.0,True,0.0
24825,188,3479,0,2,0.8,141,10,random,1740.0,True,0.0
24966,190,3479,0,2,0.8,141,30,random,1740.0,True,0.0
25107,189,3479,0,2,0.8,141,20,random,1740.0,True,0.0
25248,191,3479,0,2,0.8,141,40,random,1740.0,True,0.0
25389,193,3479,0,2,0.8,141,60,random,1740.0,True,0.0
25530,192,3479,0,2,0.8,141,50,random,1740.0,True,0.0
25671,194,3479,0,2,0.8,141,70,random,1740.0,True,0.0
25812,195,3479,0,2,0.8,141,80,random,1740.0,True,0.0
25953,197,3479,0,2,0.8,141,100,random,1740.0,True,0.0
26094,196,3479,0,2,0.8,141,90,random,1740.0,True,0.0
